carBrand,carModel,year,price(rub),city,distance(km),engine_capacity(L),fuel_type
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2021,820000.0,Екатеринбург,75300.0,1.6,"бензин,"
Лада,Гранта,2023,950000.0,Екатеринбург,5000.0,1.6,"бензин,"
Лада,Гранта,2015,548000.0,Екатеринбург,138000.0,1.6,"бензин,"
Лада,Гранта,2018,690000.0,Екатеринбург,41000.0,1.6,"бензин,"
Лада,Гранта,2018,540000.0,Екатеринбург,168000.0,1.6,"бензин,"
Лада,Гранта,2023,995000.0,Екатеринбург,14700.0,1.6,"бензин,"
Лада,Гранта,2024,1078000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2023,650000.0,Екатеринбург,15900.0,1.6,"бензин,"
Лада,Гранта,2020,750000.0,Екатеринбург,27400.0,1.6,"бензин,"
Лада,Гранта,2019,595000.0,Екатеринбург,125000.0,1.6,"бензин,"
Лада,Гранта,2012,540000.0,Екатеринбург,222153.0,1.6,"бензин,"
Лада,Гранта,2016,350000.0,Екатеринбург,335000.0,1.6,"бензин,"
Лада,Гранта,2014,355000.0,Екатеринбург,170000.0,1.6,"бензин,"
Лада,Гранта,2012,480000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2021,745000.0,Екатеринбург,116590.0,1.6,"бензин,"
Лада,Гранта,2022,870000.0,Екатеринбург,24000.0,1.6,"бензин,"
Лада,Гранта,2018,600000.0,Екатеринбург,100000.0,1.6,"бензин,"
Лада,Гранта,2014,280000.0,Екатеринбург,175000.0,1.6,"бензин,"
Лада,Гранта,2019,867000.0,Екатеринбург,61495.0,1.6,"бензин,"
Лада,Гранта,2014,200000.0,Екатеринбург,170000.0,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1093000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2018,380000.0,Екатеринбург,155000.0,1.6,"бензин,"
Лада,Гранта,2023,880000.0,Екатеринбург,30301.0,1.6,"бензин,"
Лада,Гранта,2022,999999.0,Екатеринбург,14053.0,1.6,"бензин,"
Лада,Гранта,2023,935000.0,Екатеринбург,3370.0,1.6,"бензин,"
